[WARN] [1756482902.536267810] [voice_control_node]: 尚未获取 base_angle，无法转向
[INFO] [1756482941.302952011] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482941.903965513] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482942.505053432] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482943.106142142] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482943.707277402] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482944.308416714] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482944.909532689] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482945.510591477] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482946.111687298] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482946.712778222] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482947.313944221] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482947.914888314] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482948.515436872] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482949.116473148] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482949.717613577] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482950.318256059] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482950.918902349] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482951.519941399] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482952.120748579] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482952.721325191] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482953.322435652] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482953.923475551] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482954.524390647] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482955.125343720] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482955.726310479] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482956.327428460] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482956.928548328] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482957.529724201] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482958.130790386] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482958.731900302] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482959.332910362] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482959.933828406] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482960.534921166] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482961.135894181] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482961.736920070] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482962.337863853] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482962.938903302] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482963.539905637] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482964.140880939] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482964.741814550] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482965.342708677] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482965.943623152] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482966.544599704] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482967.145587888] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482967.746617567] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482968.347627306] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482968.948539190] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482969.549667907] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482970.150759197] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482970.751835142] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482971.352921544] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482971.953962143] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482972.554970887] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482973.155855477] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482973.756772586] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482974.357752524] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482974.958750220] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482975.559767474] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482976.160810301] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482976.761832451] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482977.362812469] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482977.963766011] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482978.564753603] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482979.165604322] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482979.766605235] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482980.367686138] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482980.968687015] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482981.569243736] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482982.169881237] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482982.770858074] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482983.371982265] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482983.973078837] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482984.573793359] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482985.175171050] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482985.776564112] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482986.377763585] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482986.978777573] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482987.579290362] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482988.180312029] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482988.780829165] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482989.381835787] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482989.982853536] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482990.583900327] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482991.184855425] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482991.785568459] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482992.386678835] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482992.987632993] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482993.588542672] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482994.189163505] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482994.790258282] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482995.391174588] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482995.992313038] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482996.592801148] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482997.193351454] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482997.793859756] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482998.394849807] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482998.995961275] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756482999.597083442] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483000.198153821] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483000.798906550] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483001.399912976] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483002.000793080] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483002.601704148] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483003.202398779] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483003.803491698] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483004.404558339] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483005.005106027] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483005.605974918] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483006.206930546] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483006.807844120] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483007.408799274] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483008.009898120] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483008.610873609] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483009.211899529] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483009.812928671] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483010.313971336] [voice_control_node]: 收到唤醒词，准备启动语音听写
[INFO] [1756483010.314141156] [voice_control_node]: 机器人空闲，启动语音听写
[INFO] [1756483010.314325373] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483010.914994486] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483011.515905709] [voice_control_node]: TF 尚未可用，继续等待...
[INFO] [1756483012.116941051] [voice_control_node]: TF 
